t,v
1.6800000000000013,1.8322880500872816
1.6900000000000013,1.8138721552470303
1.7000000000000013,1.7956413542203586
1.7100000000000013,1.7775937866730216
1.7200000000000013,1.7597276109685547
1.7300000000000013,1.742041003980347
1.7400000000000013,1.7245321609056024
1.7500000000000013,1.7071992950811725
1.7600000000000013,1.6900406378012387
1.7700000000000014,1.6730544381368266
1.7800000000000014,1.6562389627571363
1.7900000000000014,1.6395924957526664
1.8000000000000014,1.6231133384601173
1.8100000000000014,1.6067998092890534
1.8200000000000014,1.5906502435503076
1.8300000000000014,1.5746629932861107
1.8400000000000014,1.5588364271019286
1.8500000000000014,1.5431689299999884
1.8600000000000014,1.527658903214479
1.8700000000000014,1.5123047640484066
1.8800000000000014,1.4971049457120922
1.8900000000000015,1.4820578971632896
1.9000000000000015,1.4671620829489127
1.9100000000000015,1.4524159830483516
1.9200000000000015,1.4378180927183652
1.9300000000000015,1.4233669223395318
1.9400000000000015,1.4090609972642423
1.9500000000000015,1.3948988576662233
1.9600000000000015,1.380879058391571
1.9700000000000015,1.367000168811282
1.9800000000000015,1.353260772675268
1.9900000000000015,1.339659467967835
2.0000000000000013,1.3261948667646195
2.010000000000001,1.3128655950909571
2.020000000000001,1.2996702927816792
2.0300000000000007,1.286607613342316
2.0400000000000005,1.273676223811696
2.0500000000000003,1.260874804625926
2.06,1.2482020494837378
2.07,1.2356566652131895
2.0799999999999996,1.223237371639705
2.0899999999999994,1.2109429014554405
2.099999999999999,1.1987720000899647
2.109999999999999,1.1867234255822376
2.1199999999999988,1.1747959484538766
2.1299999999999986,1.162988351583696
2.1399999999999983,1.1512994300835082
2.149999999999998,1.139727991175172
2.159999999999998,1.1282728540688787
2.1699999999999977,1.1169328498426585
2.1799999999999975,1.1057068213231007
2.1899999999999973,1.094593622967272
2.199999999999997,1.0835921207458201
2.209999999999997,1.0727011920272547
2.2199999999999966,1.0619197254633892
2.2299999999999964,1.051246620875936
2.239999999999996,1.0406807891442393
2.249999999999996,1.0302211520941384
2.259999999999996,1.0198666423879466
.2699999999999956,1.009616203415536
2.2799999999999954,0.9994687891865186
2.289999999999995,0.9894233642235083
2.299999999999995,0.9794789034564582
2.3099999999999947,0.9696343921180584
2.3199999999999945,0.9598888256401857
2.3299999999999943,0.9502412095513946
2.339999999999994,0.9406905593754367
2.349999999999994,0.9312359005308025
2.3599999999999937,0.9218762682312713
2.3699999999999934,0.912610707387461
2.3799999999999932,0.9034382725093673
2.389999999999993,0.8943580276098831
2.399999999999993,0.8853690461092869
2.4099999999999926,0.8764704107406911
2.4199999999999924,0.8676612134564412
2.429999999999992,0.8589405553354555
2.439999999999992,0.8503075464914961
2.4499999999999917,0.8417613059823613
2.4599999999999915,0.833300961719992
2.4699999999999913,0.8249256503814802
2.479999999999991,0.8166345173209729
2.489999999999991,0.8084267164824607
2.4999999999999907,0.8003014103134435
2.5099999999999905,0.7922577696794639
2.5199999999999902,0.7842949737794994
2.52999999999999,0.7764122100622046
2.53999999999999,0.768608674142996
2.5499999999999896,0.76088356972197
2.5599999999999894,0.7532361085026452
2.569999999999989,0.7456655101115222
2.579999999999989,0.7381710020184513
2.5899999999999888,0.7307518194578014
2.5999999999999885,0.7234072053504201
2.6099999999999883,0.716136410226379
2.619999999999988,0.708938692148495
2.629999999999988,0.7018133166366206
2.6399999999999877,0.6947595565926951
2.6499999999999875,0.6877766922265485
2.6599999999999873,0.6808640109824523
2.669999999999987,0.6740208074664074
2.679999999999987,0.6672463833741631
2.6899999999999866,0.6605400474199602
2.6999999999999864,0.6539011152659896
2.709999999999986,0.6473289094525598
2.719999999999986,0.640822759328967
2.7299999999999858,0.6343820009850594
2.7399999999999856,0.6280059771834893
2.7499999999999853,0.6216940372926465
2.759999999999985,0.6154455372202658
2.769999999999985,0.6092598393477013
2.7799999999999847,0.6031363124648615
2.7899999999999845,0.5970743317057987
2.7999999999999843,0.5910732784849454
2.809999999999984,0.5851325404339917
2.819999999999984,0.579251511339397
2.8299999999999836,0.57342959108053
2.8399999999999834,0.5676661855684304
2.849999999999983,0.5619607066851856
2.859999999999983,0.5563125722239175
2.869999999999983,0.550721205829372
2.8799999999999826,0.5451860369391056
2.8899999999999824,0.5397065007252633
2.899999999999982,0.5342820380369414
2.909999999999982,0.5289120953431304
2.9199999999999817,0.5235961246762301
2.9299999999999815,0.5183335835761332
2.9399999999999813,0.5131239350348714
2.949999999999981,0.5079666474418164
2.959999999999981,0.502861194529433
2.9699999999999807,0.49780705531957675
2.9799999999999804,0.4928037140703317
2.9899999999999802,0.48785066022338214
2.99999999999998,0.4829473883519136
3.00999999999998,0.4780933981090371
